type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
nom;A1;Schule;das Buch;livre;book;Das Buch ist sehr interessant.;Le livre est très intéressant.;The book is very interesting.
nom;A1;Schule;die Klasse;classe;class;Unsere Klasse hat zwanzig Schüler.;Notre classe a vingt élèves.;Our class has twenty students.
nom;A1;Schule;das Heft;cahier;notebook;Schreib das in dein Heft.;Écris ça dans ton cahier.;Write that in your notebook.
nom;A1;Schule;der Stift;stylo;pen;Hast du einen Stift für mich?;As-tu un stylo pour moi ?;Do you have a pen for me?
nom;A1;Schule;die Tafel;tableau;board;Der Lehrer schreibt an die Tafel.;L'enseignant écrit au tableau.;The teacher writes on the board.
nom;A1;Schule;die Hausaufgabe;devoir;homework;Ich mache meine Hausaufgabe.;Je fais mes devoirs.;I'm doing my homework.
nom;A1;Schule;die Pause;pause;break;Die Pause dauert zehn Minuten.;La pause dure dix minutes.;The break lasts ten minutes.
nom;A1;Schule;die Note;note;grade;Er hat eine gute Note bekommen.;Il a eu une bonne note.;He got a good grade.
nom;A1;Schule;die Prüfung;examen;exam;Die Prüfung ist morgen.;L'examen est demain.;The exam is tomorrow.
nom;A1;Schule;der Kurs;cours;course;Ich mache einen Deutschkurs.;Je suis un cours d'allemand.;I'm taking a German course.
nom;A1;Schule;die Sprache;langue;language;Deutsch ist eine schwierige Sprache.;L'allemand est une langue difficile.;German is a difficult language.
nom;A1;Schule;das Wort;mot;word;Ich kenne dieses Wort nicht.;Je ne connais pas ce mot.;I don't know this word.
nom;A1;Schule;der Satz;phrase;sentence;Bilde einen Satz mit diesem Wort.;Forme une phrase avec ce mot.;Form a sentence with this word.
nom;A1;Schule;die Frage;question;question;Ich habe eine Frage.;J'ai une question.;I have a question.
nom;A1;Schule;das Papier;le papier;paper;Hast du ein Blatt Papier?;As-tu une feuille de papier ?;Do you have a sheet of paper?
nom;A1;Schule;das Wörterbuch;le dictionnaire;dictionary;Schlag das Wort im Wörterbuch nach.;Cherche le mot dans le dictionnaire.;Look the word up in the dictionary.
nom;A2;Schule;die Klasse;classe;class;Unsere Klasse macht einen Ausflug.;Notre classe fait une excursion.;Our class is going on a trip.
nom;A2;Schule;die Hausaufgabe;devoir;homework;Ich mache meine Hausaufgabe am Abend.;Je fais mes devoirs le soir.;I do my homework in the evening.
nom;A2;Schule;die Prüfung;examen;exam;Die Prüfung war schwieriger als erwartet.;L'examen était plus difficile que prévu.;The exam was harder than expected.
nom;A2;Schule;die Note;note;grade;Er hat eine sehr gute Note bekommen.;Il a eu une très bonne note.;He got a very good grade.
nom;A2;Schule;das Lehrbuch;manuel scolaire;textbook;Das Lehrbuch liegt auf dem Tisch.;Le manuel scolaire est sur la table.;The textbook is on the table.
nom;A2;Schule;das Klassenzimmer;salle de classe;classroom;Das Klassenzimmer ist hell und groß.;La salle de classe est claire et grande.;The classroom is bright and big.
nom;A2;Schule;der Direktor;directeur;principal;Der Direktor spricht mit den Lehrern.;Le directeur parle avec les enseignants.;The principal talks with the teachers.
nom;A2;Schule;der Radiergummi;gomme;eraser;Kannst du mir deinen Radiergummi leihen?;Peux-tu me prêter ta gomme ?;Can you lend me your eraser?
nom;A2;Schule;das Lineal;règle;ruler;Ich ziehe eine Linie mit dem Lineal.;Je trace une ligne avec la règle.;I'm drawing a line with the ruler.
nom;A2;Schule;das Federmäppchen;trousse;pencil case;Mein Federmäppchen ist voller Stifte.;Ma trousse est pleine de stylos.;My pencil case is full of pens.
nom;A2;Schule;die Geschichte;l'histoire;history, story;Geschichte ist mein Lieblingsfach.;L'histoire est ma matière préférée.;History is my favourite subject.
nom;A2;Schule;der Bleistift;crayon à papier;pencil;Schreib die Übung mit Bleistift.;Écris l'exercice au crayon.;Write the exercise in pencil.
nom;A2;Schule;der Buchstabe;lettre de l'alphabet;letter;Das deutsche Alphabet hat 26 Buchstaben.;L'alphabet allemand a 26 lettres.;The German alphabet has 26 letters.
nom;A2;Schule;der Kindergarten;jardin d'enfants;kindergarten;Meine Tochter geht in den Kindergarten.;Ma fille va au jardin d'enfants.;My daughter goes to kindergarten.
nom;A2;Schule;die Notiz;note;note;Ich mache mir eine Notiz.;Je prends une note.;I'm making a note.
nom;A2;Schule;die Schülerin;élève (fille);pupil (female);Sie ist die beste Schülerin der Klasse.;Elle est la meilleure élève de la classe.;She is the best pupil in the class.
nom;A2;Schule;der Text;texte;text;Lies den Text noch einmal.;Relis le texte.;Read the text again.
nom;A2;Schule;der Unterricht;cours, enseignement;lesson, class;Der Unterricht beginnt um neun Uhr.;Le cours commence à neuf heures.;The class begins at nine.
nom;A2;Schule;das Thema;sujet, thème;topic, subject;Das Thema heute ist die Umwelt.;Le sujet d'aujourd'hui, c'est l'environnement.;Today's topic is the environment.
nom;A2;Schule;der Zettel;bout de papier, mot;note, slip of paper;Auf dem Zettel steht die Telefonnummer.;Le numéro de téléphone est sur le bout de papier.;The phone number is on the slip of paper.
nom;B1;Schule;das Zeugnis;bulletin;report card;Sein Zeugnis war dieses Jahr sehr gut.;Son bulletin était très bon cette année.;His report card was very good this year.
nom;B1;Schule;der Stundenplan;emploi du temps;timetable;Der Stundenplan ändert sich nächste Woche.;L'emploi du temps change la semaine prochaine.;The timetable changes next week.
nom;B1;Schule;die Pause;pause;break;In der Pause spielen die Kinder im Hof.;Pendant la pause, les enfants jouent dans la cour.;During the break, the children play in the yard.
nom;B1;Schule;das Fach;matière;subject;Mathematik ist mein liebstes Fach.;Les mathématiques sont ma matière préférée.;Math is my favorite subject.
nom;B1;Schule;der Klassenkamerad;camarade de classe;classmate;Mein Klassenkamerad hilft mir bei den Hausaufgaben.;Mon camarade de classe m'aide avec mes devoirs.;My classmate helps me with my homework.
nom;B1;Schule;das Sitzenbleiben;redoublement;repeating a grade;Sitzenbleiben ist für viele Schüler eine große Sorge.;Le redoublement est une grande source d'inquiétude pour de nombreux élèves.;Repeating a grade is a big worry for many students.
nom;B1;Schule;das Austauschprogramm;programme d'échange;exchange program;Sie nimmt an einem Austauschprogramm in Frankreich teil.;Elle participe à un programme d'échange en France.;She's taking part in an exchange program in France.
nom;B1;Schule;der Akzent;l'accent;accent;Sie spricht mit einem leichten Akzent.;Elle parle avec un léger accent.;She speaks with a slight accent.
nom;B1;Schule;der Teilnehmer;participant;participant;Der Kurs hat zwölf Teilnehmer.;Le cours compte douze participants.;The course has twelve participants.
nom;B1;Schule;die Teilnehmerin;participante;participant (female);Eine Teilnehmerin hat viele Fragen gestellt.;Une participante a posé beaucoup de questions.;One participant asked a lot of questions.
nom;B1;Schule;die Leistung;performance, prestation;performance;Seine Leistung in der Prüfung war ausgezeichnet.;Sa performance à l'examen a été excellente.;His performance in the exam was excellent.
nom;B1;Schule;das Schulheft;cahier d'école;school notebook;Er hat sein Schulheft zu Hause vergessen.;Il a oublié son cahier d'école à la maison.;He forgot his school notebook at home.
nom;B1;Schule;der Schwerpunkt;point fort, priorité;main focus;Der Schwerpunkt des Kurses liegt auf der Grammatik.;Le cours met l'accent sur la grammaire.;The course's main focus is on grammar.
nom;B1;Schule;die Urkunde;diplôme, certificat;certificate;Jeder Teilnehmer bekommt am Ende eine Urkunde.;Chaque participant reçoit un certificat à la fin.;Every participant receives a certificate at the end.
nom;B1;Schule;die Bildung;éducation, formation;education;Gute Bildung öffnet viele Türen.;Une bonne éducation ouvre beaucoup de portes.;A good education opens many doors.
nom;B1;Schule;die Definition;définition;definition;Die Definition dieses Begriffs ist nicht ganz eindeutig.;La définition de ce terme n'est pas tout à fait claire.;The definition of this term is not entirely clear.
nom;B1;Schule;das Merkblatt;fiche d'information;information sheet;Auf dem Merkblatt stehen alle wichtigen Regeln.;La fiche d'information contient toutes les règles importantes.;The information sheet contains all the important rules.
nom;B1;Schule;der Oberbegriff;terme générique;umbrella term;«Möbel» ist ein Oberbegriff für Tisch, Stuhl und Schrank.;«Meuble» est un terme générique pour table, chaise et armoire.;'Furniture' is an umbrella term for table, chair, and wardrobe.
nom;B1;Schule;die Primarschule;école primaire;primary school;Meine Tochter geht seit August in die Primarschule.;Ma fille va à l'école primaire depuis août.;My daughter has been going to primary school since August.
nom;B1;Schule;die Schulbildung;scolarité, instruction;schooling, education;Er hat eine sehr gute Schulbildung genossen.;Il a bénéficié d'une très bonne scolarité.;He received a very good schooling.
nom;B1;Schule;die Sekundarschule;école secondaire;secondary school;Nach der Primarschule kommt die Sekundarschule.;Après l'école primaire vient l'école secondaire.;After primary school comes secondary school.
nom;B1;Schule;die (Pl.) Sprachkenntnisse;connaissances linguistiques;language skills;Für diese Stelle sind gute Sprachkenntnisse erforderlich.;De bonnes connaissances linguistiques sont requises pour ce poste.;Good language skills are required for this position.
nom;B1;Schule;die Übersetzung;traduction;translation;Die Übersetzung des Textes dauert noch zwei Tage.;La traduction du texte prendra encore deux jours.;The translation of the text will take two more days.
nom;B1;Schule;die Belohnung;récompense;reward;Als Belohnung bekommt der Hund einen Keks.;En récompense, le chien reçoit un biscuit.;As a reward, the dog gets a treat.
nom;B1;Schule;die Folie;film plastique, feuille;film, foil;Deck den Salat mit Folie ab.;Couvre la salade avec du film plastique.;Cover the salad with plastic film.
nom;B1;Schule;die Rückmeldung;retour, réponse;feedback, response;Ich warte noch auf eine Rückmeldung vom Amt.;J'attends encore une réponse de l'administration.;I'm still waiting for a response from the office.
nom;B1;Schule;die Sprachförderung;soutien linguistique;language support;Die Schule bietet zusätzliche Sprachförderung an.;L'école propose un soutien linguistique supplémentaire.;The school offers additional language support.
nom;B1;Schule;der Dialekt;dialecte;dialect;In dieser Region sprechen viele Leute einen starken Dialekt.;Dans cette région, beaucoup de gens parlent un dialecte prononcé.;In this region many people speak a strong dialect.
nom;B1;Schule;die Hauptschule;école secondaire (filière générale);secondary school (general track);Er hat die Hauptschule mit guten Noten abgeschlossen.;Il a terminé l'école secondaire avec de bonnes notes.;He finished secondary school with good grades.
nom;B1;Schule;die Aussprache;prononciation;pronunciation;Deine Aussprache ist schon sehr gut.;Ta prononciation est déjà très bonne.;Your pronunciation is already very good.
nom;B1;Schule;das Beispiel;exemple;example;Können Sie mir ein Beispiel geben?;Pouvez-vous me donner un exemple ?;Can you give me an example?
nom;B1;Schule;die Beschreibung;description;description;Ohne genaue Beschreibung finde ich das Haus nicht.;Sans description précise, je ne trouve pas la maison.;Without a precise description I can't find the house.
nom;B1;Schule;die Chemie;chimie;chemistry;In der Schule mochte ich Chemie nicht.;À l'école, je n'aimais pas la chimie.;At school I didn't like chemistry.
nom;B1;Schule;die Einführung;introduction;introduction;Am ersten Tag gibt es eine kurze Einführung.;Le premier jour, il y a une courte introduction.;On the first day there's a short introduction.
nom;B1;Schule;die Erklärung;explication;explanation;Danke für die klare Erklärung.;Merci pour cette explication claire.;Thank you for the clear explanation.
nom;B1;Schule;der Inhalt;contenu;content;Erzähl mir kurz den Inhalt des Films.;Raconte-moi brièvement le contenu du film.;Tell me briefly what the film is about.
nom;B1;Schule;die Intelligenz;intelligence;intelligence;Intelligenz allein reicht nicht.;L'intelligence seule ne suffit pas.;Intelligence alone is not enough.
nom;B1;Schule;das Kapitel;chapitre;chapter;Lest bitte das nächste Kapitel.;Lisez le chapitre suivant, s'il vous plaît.;Please read the next chapter.
nom;B1;Schule;die Lösung;solution;solution;Die Lösung steht hinten im Buch.;La solution est à la fin du livre.;The solution is at the back of the book.
nom;B1;Schule;die Methode;méthode;method;Jeder lernt mit seiner eigenen Methode.;Chacun apprend avec sa propre méthode.;Everyone learns with their own method.
nom;B1;Schule;die Muttersprache;langue maternelle;mother tongue;Meine Muttersprache ist Türkisch.;Ma langue maternelle est le turc.;My mother tongue is Turkish.
nom;B1;Schule;die Physik;physique;physics;In Physik hatte ich immer eine Zwei.;En physique, j'avais toujours un bon résultat.;In physics I always got a good mark.
nom;B1;Schule;die Tabelle;tableau, tableur;table, chart;Die Zahlen stehen in der Tabelle unten.;Les chiffres figurent dans le tableau ci-dessous.;The figures are in the table below.
nom;B1;Schule;die Teilnahme;participation;participation;Die Teilnahme am Kurs ist kostenlos.;La participation au cours est gratuite.;Participation in the course is free.
nom;B1;Schule;der Test;test;test;Der Test dauert eine Stunde.;Le test dure une heure.;The test lasts an hour.
nom;B1;Schule;der Versuch;tentative, essai;attempt;Beim dritten Versuch hat es geklappt.;À la troisième tentative, ça a marché.;It worked on the third attempt.
nom;B1;Schule;das Zertifikat;certificat;certificate;Nach der Prüfung bekommen Sie ein Zertifikat.;Après l'examen, vous recevrez un certificat.;After the exam you receive a certificate.
nom;B1;Schule;der Intensivkurs;cours intensif;intensive course;Im Sommer mache ich einen Intensivkurs.;Cet été, je suis un cours intensif.;In summer I'm doing an intensive course.
nom;B1;Schule;das Alphabet;alphabet;alphabet;Wir lernen das Alphabet auswendig.;Nous apprenons l'alphabet par cœur.;We learn the alphabet by heart.
nom;B1;Schule;die Biologie;biologie;biology;Biologie war mein Lieblingsfach.;La biologie était ma matière préférée.;Biology was my favourite subject.
nom;B1;Schule;der Dialog;dialogue;dialogue;Lest den Dialog zu zweit.;Lisez le dialogue à deux.;Read the dialogue in pairs.
nom;B1;Schule;das Diplom;diplôme;diploma;Mein Diplom wird hier anerkannt.;Mon diplôme est reconnu ici.;My diploma is recognised here.
nom;B1;Schule;die Einleitung;introduction;introduction;Die Einleitung ist noch zu lang.;L'introduction est encore trop longue.;The introduction is still too long.
nom;B1;Schule;die Fremdsprache;langue étrangère;foreign language;Deutsch ist meine zweite Fremdsprache.;L'allemand est ma deuxième langue étrangère.;German is my second foreign language.
nom;B1;Schule;die Grundschule;école primaire;primary school;Mein Sohn ist in der Grundschule.;Mon fils est à l'école primaire.;My son is at primary school.
nom;B1;Schule;das Gymnasium;lycée;grammar school;Nach der Grundschule geht sie aufs Gymnasium.;Après le primaire, elle va au lycée.;After primary school she goes to grammar school.
nom;B1;Schule;das Hilfsmittel;outil, moyen auxiliaire;aid, resource;In der Prüfung sind keine Hilfsmittel erlaubt.;Aucun outil n'est autorisé à l'examen.;No aids are allowed in the exam.
nom;B1;Schule;das Lexikon;encyclopédie, lexique;encyclopaedia;Früher stand ein Lexikon in jedem Haus.;Autrefois, il y avait une encyclopédie dans chaque maison.;There used to be an encyclopaedia in every home.
nom;B1;Schule;die Mathe;maths;maths;In Mathe war ich nie gut.;En maths, je n'ai jamais été bon.;I was never good at maths.
nom;B1;Schule;die Matura;baccalauréat;school-leaving exam;Nach der Matura will sie studieren.;Après le bac, elle veut faire des études.;After the school-leaving exam she wants to study.
nom;B1;Schule;die Schularbeit;devoir sur table;class test;Morgen haben wir eine Schularbeit in Mathe.;Demain, nous avons un devoir sur table en maths.;Tomorrow we have a class test in maths.
nom;B1;Schule;das Türkisch;turc (la langue);Turkish (language);Zu Hause sprechen wir Türkisch.;À la maison, nous parlons turc.;At home we speak Turkish.
nom;B1;Schule;das Ukrainisch;ukrainien (la langue);Ukrainian (language);Sie spricht Ukrainisch und Russisch.;Elle parle ukrainien et russe.;She speaks Ukrainian and Russian.
nom;B1;Schule;die Volkshochschule;université populaire;adult education centre;Ich lerne Deutsch an der Volkshochschule.;J'apprends l'allemand à l'université populaire.;I learn German at the adult education centre.
nom;B1;Schule;das Vorwort;préface, avant-propos;foreword;Das Vorwort erklärt, warum das Buch entstand.;La préface explique pourquoi le livre a été écrit.;The foreword explains why the book was written.
nom;B1;Schule;die Wiederholung;révision, répétition;revision, repetition;Ohne Wiederholung vergisst man alles.;Sans révision, on oublie tout.;Without revision you forget everything.
nom;B1;Schule;die Zweitsprache;langue seconde;second language;Deutsch ist für ihn eine Zweitsprache.;L'allemand est pour lui une langue seconde.;German is a second language for him.
nom;B1;Schule;die Überschrift;titre (d'un texte);heading;Findet eine passende Überschrift für den Text.;Trouvez un titre qui convient au texte.;Find a suitable heading for the text.
nom;B1;Schule;die Kita;crèche, garderie;day-care centre;Mein Sohn geht seit einem Jahr in die Kita.;Mon fils va à la crèche depuis un an.;My son has been going to the day-care centre for a year.
nom;B1;Schule;der Kugelschreiber;stylo à bille;ballpoint pen;Füllen Sie das Formular mit Kugelschreiber aus.;Remplissez le formulaire au stylo à bille.;Fill in the form with a ballpoint pen.
nom;B1;Schule;die Mathematik;mathématiques;mathematics;Mathematik ist ein Pflichtfach.;Les mathématiques sont une matière obligatoire.;Mathematics is a compulsory subject.
nom;B1;Schule;die Vorbereitung;préparation;preparation;Die Vorbereitung auf die Prüfung dauert Monate.;La préparation à l'examen dure des mois.;Preparing for the exam takes months.
nom;B1;Schule;die Übung;exercice;exercise;Macht bitte die Übung auf Seite zwölf.;Faites l'exercice de la page douze.;Please do the exercise on page twelve.
nom;B1;Schule;der Antwortbogen;feuille de réponses;answer sheet;Schreiben Sie alles auf den Antwortbogen.;Écrivez tout sur la feuille de réponses.;Write everything on the answer sheet.
nom;B1;Schule;der Elternbeirat;conseil des parents d'élèves;parents' council;Sie ist im Elternbeirat der Schule.;Elle est au conseil des parents de l'école.;She is on the school's parents' council.
nom;B1;Schule;die Geografie;géographie;geography;In Geografie lernen wir die Hauptstädte.;En géographie, nous apprenons les capitales.;In geography we learn the capital cities.
nom;B1;Schule;die Gesamtschule;école polyvalente;comprehensive school;Mein Sohn geht auf eine Gesamtschule.;Mon fils va dans une école polyvalente.;My son goes to a comprehensive school.
nom;B1;Schule;der Lerner;apprenant;learner;Der Kurs richtet sich an erwachsene Lerner.;Le cours s'adresse à des apprenants adultes.;The course is aimed at adult learners.
nom;B1;Schule;das Sprachdiplom;diplôme de langue;language diploma;Für die Stelle braucht man ein Sprachdiplom.;Pour ce poste, il faut un diplôme de langue.;You need a language diploma for the job.
nom;B1;Schule;die Volksschule;école primaire;primary school;Meine Tochter geht in die Volksschule.;Ma fille va à l'école primaire.;My daughter goes to primary school.
nom;B2;Schule;das Abitur;baccalauréat;high school diploma;Er hat sein Abitur mit sehr guten Noten bestanden.;Il a obtenu son baccalauréat avec de très bonnes notes.;He passed his high school diploma with very good grades.
nom;B2;Schule;die Bewerbung;candidature;application;Ihre Bewerbung überzeugte die Kommission sofort.;Sa candidature a immédiatement convaincu la commission.;Her application immediately convinced the committee.
nom;B2;Schule;das Stipendium;bourse;scholarship;Er erhielt ein Stipendium für sein Studium im Ausland.;Il a reçu une bourse pour ses études à l'étranger.;He received a scholarship for his studies abroad.
nom;B2;Schule;der Abschluss;diplôme;degree, graduation;Nach ihrem Abschluss fand sie schnell eine Stelle.;Après son diplôme, elle a rapidement trouvé un poste.;After her degree, she quickly found a job.
nom;B2;Schule;das Bildungssystem;système éducatif;education system;Das Bildungssystem wird derzeit stark diskutiert.;Le système éducatif fait actuellement l'objet de vifs débats.;The education system is currently being heavily debated.
nom;B2;Schule;die Chancengleichheit;égalité des chances;equal opportunity;Chancengleichheit in der Bildung bleibt ein wichtiges Ziel.;L'égalité des chances dans l'éducation reste un objectif important.;Equal opportunity in education remains an important goal.
nom;B2;Schule;der Klassenlehrer;professeur principal;form teacher;Der Klassenlehrer ruft die Eltern an.;Le professeur principal appelle les parents.;The form teacher phones the parents.
nom;B2;Schule;der Elternsprechtag;journée de rencontre parents-professeurs;parents' evening;Der Elternsprechtag ist im November.;La rencontre parents-professeurs est en novembre.;The parents' evening is in November.
nom;B2;Schule;die Prüfungsangst;peur des examens;exam anxiety;Prüfungsangst hat fast jeder.;Presque tout le monde a peur des examens.;Almost everyone has exam anxiety.
nom;B2;Schule;der Schulhof;cour de récréation;school yard;Auf dem Schulhof steht eine alte Linde.;Un vieux tilleul se dresse dans la cour.;There is an old lime tree in the school yard.
nom;B2;Schule;das Pausenbrot;casse-croûte de la récréation;packed snack;Das Pausenbrot liegt noch auf dem Tisch.;Le casse-croûte est encore sur la table.;The packed snack is still on the table.
nom;B2;Schule;die Klassenfahrt;voyage scolaire;school trip;Die Klassenfahrt geht nach Hamburg.;Le voyage scolaire va à Hambourg.;The school trip goes to Hamburg.
nom;B2;Schule;das Schulbuch;manuel scolaire;textbook;Die Schulbücher werden gestellt.;Les manuels sont fournis.;The textbooks are provided.
nom;B2;Schule;der Notendurchschnitt;moyenne générale;grade average;Sein Notendurchschnitt liegt bei zwei Komma drei.;Sa moyenne est de deux virgule trois.;His grade average is two point three.
nom;B2;Schule;die Abschlussprüfung;examen final;final examination;Die Abschlussprüfung findet im Juni statt.;L'examen final a lieu en juin.;The final examination takes place in June.
nom;A1;Universität und Studium;die Universität;université;university;Sie studiert an der Universität.;Elle étudie à l'université.;She studies at the university.
nom;A1;Universität und Studium;der Student;étudiant;student;Der Student lernt viel.;L'étudiant étudie beaucoup.;The student studies a lot.
nom;A1;Universität und Studium;die Bibliothek;bibliothèque;library;Ich lerne gern in der Bibliothek.;J'aime étudier à la bibliothèque.;I like to study at the library.
nom;A1;Universität und Studium;der Professor;professeur;professor;Der Professor hält eine Vorlesung.;Le professeur donne un cours magistral.;The professor is giving a lecture.
nom;A1;Universität und Studium;das Studium;études;studies;Mein Studium dauert vier Jahre.;Mes études durent quatre ans.;My studies last four years.
nom;A1;Universität und Studium;der Campus;campus;campus;Der Campus ist sehr groß.;Le campus est très grand.;The campus is very big.
nom;A1;Universität und Studium;das Fach;matière;subject;Mathematik ist mein Lieblingsfach.;Les mathématiques sont ma matière préférée.;Math is my favorite subject.
nom;A1;Universität und Studium;das Semester;semestre;semester;Das Semester beginnt im Oktober.;Le semestre commence en octobre.;The semester starts in October.
nom;A1;Universität und Studium;die Vorlesung;cours magistral;lecture;Die Vorlesung war sehr interessant.;Le cours magistral était très intéressant.;The lecture was very interesting.
nom;A1;Universität und Studium;das Seminar;séminaire;seminar;Ich besuche ein Seminar über Geschichte.;Je suis un séminaire sur l'histoire.;I'm attending a seminar on history.
nom;A1;Universität und Studium;der Stundenplan;emploi du temps;timetable;Mein Stundenplan ist voll.;Mon emploi du temps est chargé.;My timetable is full.
nom;A2;Universität und Studium;die Vorlesung;cours magistral;lecture;Die Vorlesung beginnt um neun Uhr.;Le cours magistral commence à neuf heures.;The lecture starts at nine o'clock.
nom;A2;Universität und Studium;das Seminar;séminaire;seminar;Ich besuche ein Seminar zur Linguistik.;Je suis un séminaire de linguistique.;I'm attending a linguistics seminar.
nom;A2;Universität und Studium;der Campus;campus;campus;Der Campus ist mit Bäumen bedeckt.;Le campus est couvert d'arbres.;The campus is covered with trees.
nom;A2;Universität und Studium;der Professor;professeur;professor;Der Professor beantwortet unsere Fragen.;Le professeur répond à nos questions.;The professor answers our questions.
nom;A2;Universität und Studium;die Immatrikulation;inscription universitaire;university enrollment;Die Immatrikulation dauert nur wenige Minuten.;L'inscription universitaire ne prend que quelques minutes.;University enrollment only takes a few minutes.
nom;A2;Universität und Studium;die Zulassung;admission;admission;Ihre Zulassung wurde bestätigt.;Son admission a été confirmée.;Her admission was confirmed.
nom;A2;Universität und Studium;der Hörsaal;amphithéâtre;lecture hall;Der Hörsaal ist heute voll besetzt.;L'amphithéâtre est plein aujourd'hui.;The lecture hall is fully packed today.
nom;A2;Universität und Studium;die Mensa;cafétéria universitaire;university cafeteria;Wir essen mittags in der Mensa.;Nous mangeons à midi à la cafétéria universitaire.;We eat lunch at the university cafeteria.
nom;A2;Universität und Studium;das Skript;polycopié;lecture notes, course handout;Das Skript hilft mir beim Lernen.;Le polycopié m'aide à étudier.;The lecture notes help me study.
nom;A2;Universität und Studium;das Praktikum;stage;internship;Sie macht ein Praktikum bei einer Firma.;Elle fait un stage dans une entreprise.;She's doing an internship at a company.
nom;A2;Universität und Studium;die Studentin;étudiante;student (female);Sie ist Studentin an der Universität Wien.;Elle est étudiante à l'université de Vienne.;She is a student at the University of Vienna.
nom;B1;Universität und Studium;die Klausur;examen écrit;written exam;Die Klausur findet nächste Woche statt.;L'examen écrit aura lieu la semaine prochaine.;The written exam takes place next week.
nom;B1;Universität und Studium;das Semester;semestre;semester;Das Semester beginnt im Oktober.;Le semestre commence en octobre.;The semester starts in October.
nom;B1;Universität und Studium;die Fakultät;faculté;faculty;Die Fakultät organisiert eine Informationsveranstaltung.;La faculté organise une réunion d'information.;The faculty is organizing an information session.
nom;B1;Universität und Studium;der Studiengang;filière d'études;degree program;Er hat seinen Studiengang gewechselt.;Il a changé de filière d'études.;He changed his degree program.
nom;B1;Universität und Studium;die Bachelorarbeit;mémoire de licence;bachelor's thesis;Sie schreibt gerade ihre Bachelorarbeit.;Elle rédige actuellement son mémoire de licence.;She's currently writing her bachelor's thesis.
nom;B1;Universität und Studium;der Betreuer;encadrant;supervisor, advisor;Mein Betreuer gibt mir wertvolles Feedback.;Mon encadrant me donne des retours précieux.;My supervisor gives me valuable feedback.
nom;B1;Universität und Studium;die Studiengebühr;frais de scolarité;tuition fee;Die Studiengebühr wurde dieses Jahr erhöht.;Les frais de scolarité ont été augmentés cette année.;Tuition fees were raised this year.
nom;B1;Universität und Studium;das Labor;laboratoire;laboratory;Die Probe wird im Labor untersucht.;L'échantillon est analysé au laboratoire.;The sample is examined in the laboratory.
nom;B1;Universität und Studium;der Vortrag;conférence, exposé;lecture, talk;Der Professor hält morgen einen Vortrag über Ökologie.;Le professeur donne une conférence sur l'écologie demain.;The professor is giving a lecture on ecology tomorrow.
nom;B1;Universität und Studium;die Studie;étude (recherche);study (research);Eine neue Studie zeigt interessante Ergebnisse.;Une nouvelle étude montre des résultats intéressants.;A new study shows interesting results.
nom;B1;Universität und Studium;das Institut;institut;institute;Sie forscht an einem Institut in München.;Elle fait de la recherche dans un institut à Munich.;She does research at an institute in Munich.
nom;B1;Universität und Studium;die Philosophie;philosophie;philosophy;Er studiert Philosophie und Geschichte.;Il étudie la philosophie et l'histoire.;He studies philosophy and history.
nom;B1;Universität und Studium;die Cafeteria;cafétéria;cafeteria;Wir treffen uns in der Cafeteria.;Nous nous retrouvons à la cafétéria.;We're meeting in the cafeteria.
nom;B1;Universität und Studium;das Modul;module;module;Das erste Modul dauert vier Wochen.;Le premier module dure quatre semaines.;The first module lasts four weeks.
nom;B1;Universität und Studium;die Theorie;théorie;theory;In der Theorie ist alles einfach.;En théorie, tout est simple.;In theory everything is simple.
nom;B1;Universität und Studium;die Wissenschaft;science;science;Die Wissenschaft hat darauf noch keine Antwort.;La science n'a pas encore de réponse à cela.;Science has no answer to that yet.
nom;B1;Universität und Studium;der Studierende;étudiant;student;Studierende zahlen die Hälfte.;Les étudiants paient moitié prix.;Students pay half price.
nom;B2;Universität und Studium;die Dissertation;thèse;dissertation;Ihre Dissertation wurde von der Fakultät gelobt.;Sa thèse a été saluée par la faculté.;Her dissertation was praised by the faculty.
nom;B2;Universität und Studium;die Forschung;recherche;research;Die Forschung in diesem Bereich schreitet schnell voran.;La recherche dans ce domaine progresse rapidement.;Research in this field is advancing quickly.
nom;B2;Universität und Studium;das Promotionsstudium;doctorat;doctoral studies;Er beginnt nächstes Jahr sein Promotionsstudium.;Il commence son doctorat l'année prochaine.;He starts his doctoral studies next year.
nom;B2;Universität und Studium;die Habilitation;habilitation;habilitation;Nach der Habilitation wurde sie Professorin.;Après son habilitation, elle est devenue professeure.;After her habilitation, she became a professor.
nom;B2;Universität und Studium;das Forschungsstipendium;bourse de recherche;research grant;Das Forschungsstipendium finanziert ihr Projekt für drei Jahre.;La bourse de recherche finance son projet pendant trois ans.;The research grant funds her project for three years.
nom;B2;Universität und Studium;die Masterarbeit;mémoire de master;master's thesis;Die Masterarbeit umfasst achtzig Seiten.;Le mémoire fait quatre-vingts pages.;The master's thesis runs to eighty pages.
nom;B2;Universität und Studium;der Fachbereich;département, UFR;faculty, department;Der Fachbereich zieht in ein neues Gebäude.;Le département déménage dans un nouveau bâtiment.;The department is moving to a new building.
nom;B2;Universität und Studium;der Studienplatz;place à l'université;university place;Für Medizin fehlen tausende Studienplätze.;Il manque des milliers de places en médecine.;Thousands of places are missing in medicine.
