niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
B1;akzeptieren;accepter;Akkusativ;;;;Präsens;Ich akzeptiere deine Entscheidung.;J'accepte ta décision.;I accept your decision.
B1;akzeptieren;accepter;Akkusativ;;;;Perfekt;Wir haben die Regeln akzeptiert.;Nous avons accepté les règles.;We accepted the rules.
B1;akzeptieren;accepter;Akkusativ;;;;Präteritum;Er akzeptierte den Kompromiss.;Il a accepté le compromis.;He accepted the compromise.
B1;akzeptieren;accepter;Akkusativ;;;;Konjunktiv II;Ich würde das nicht akzeptieren.;Je n'accepterais pas ça.;I wouldn't accept that.
B1;respektieren;respecter;Akkusativ;;;;Präsens;Ich respektiere deine Meinung.;Je respecte ton avis.;I respect your opinion.
B1;respektieren;respecter;Akkusativ;;;;Perfekt;Sie hat seine Entscheidung respektiert.;Elle a respecté sa décision.;She respected his decision.
B1;respektieren;respecter;Akkusativ;;;;Präteritum;Er respektierte die Regeln immer.;Il respectait toujours les règles.;He always respected the rules.
B1;respektieren;respecter;Akkusativ;;;;Konjunktiv II;Ich würde das respektieren.;Je respecterais ça.;I would respect that.
B1;sich einigen;se mettre d'accord;;auf + Akkusativ;;oui;Präsens;Wir einigen uns auf einen Preis.;Nous nous mettons d'accord sur un prix.;We're agreeing on a price.
B1;sich einigen;se mettre d'accord;;auf + Akkusativ;;oui;Perfekt;Sie haben sich auf einen Preis geeinigt.;Ils se sont mis d'accord sur un prix.;They agreed on a price.
B1;sich einigen;se mettre d'accord;;auf + Akkusativ;;oui;Präteritum;Wir einigten uns auf einen Termin.;Nous nous sommes mis d'accord sur une date.;We agreed on a date.
B1;sich einigen;se mettre d'accord;;auf + Akkusativ;;oui;Konjunktiv II;Wir würden uns bestimmt auf einen Preis einigen.;Nous nous mettrions certainement d'accord sur un prix.;We would certainly agree on a price.
B1;verhandeln;négocier;;über + Akkusativ;;;Präsens;Wir verhandeln über den Preis.;Nous négocions le prix.;We're negotiating the price.
B1;verhandeln;négocier;;über + Akkusativ;;;Perfekt;Sie haben lange über den Preis verhandelt.;Ils ont longtemps négocié le prix.;They negotiated the price for a long time.
B1;verhandeln;négocier;;über + Akkusativ;;;Präteritum;Er verhandelte geschickt über den Preis.;Il a négocié habilement le prix.;He negotiated the price skillfully.
B1;verhandeln;négocier;;über + Akkusativ;;;Konjunktiv II;Ich würde noch über den Preis verhandeln.;Je négocierais encore le prix.;I would still negotiate the price.
B1;sich auseinandersetzen;se confronter à, examiner (mit);;mit + Dativ;;oui;Präsens;Ich setze mich mit dem Thema auseinander.;Je me penche sur le sujet.;I'm engaging with the topic.
B1;sich auseinandersetzen;se confronter à, examiner (mit);;mit + Dativ;;oui;Perfekt;Wir haben uns intensiv damit auseinandergesetzt.;Nous nous y sommes penchés en profondeur.;We engaged with it intensively.
B1;sich auseinandersetzen;se confronter à, examiner (mit);;mit + Dativ;;oui;Präteritum;Sie setzte sich kritisch mit dem Buch auseinander.;Elle a examiné le livre d'un œil critique.;She engaged critically with the book.
B1;sich auseinandersetzen;se confronter à, examiner (mit);;mit + Dativ;;oui;Konjunktiv II;Ich würde mich damit gern auseinandersetzen.;J'aimerais bien me pencher là-dessus.;I would like to engage with that.
B1;sich widmen;se consacrer;Dativ;;;oui;Präsens;Ich widme mich meiner Arbeit.;Je me consacre à mon travail.;I devote myself to my work.
B1;sich widmen;se consacrer;Dativ;;;oui;Perfekt;Sie hat sich der Kunst gewidmet.;Elle s'est consacrée à l'art.;She devoted herself to art.
B1;sich widmen;se consacrer;Dativ;;;oui;Präteritum;Er widmete sich seiner Familie.;Il se consacrait à sa famille.;He devoted himself to his family.
B1;sich widmen;se consacrer;Dativ;;;oui;Konjunktiv II;Ich würde mich dem Projekt widmen.;Je me consacrerais au projet.;I would devote myself to the project.
B1;teilnehmen;participer (an);;an + Dativ;;;Präsens;Ich nehme an dem Kurs teil.;Je participe au cours.;I'm participating in the course.
B1;teilnehmen;participer (an);;an + Dativ;;;Perfekt;Wir haben am Wettbewerb teilgenommen.;Nous avons participé au concours.;We participated in the competition.
B1;teilnehmen;participer (an);;an + Dativ;;;Präteritum;Sie nahm an der Konferenz teil.;Elle a participé à la conférence.;She participated in the conference.
B1;teilnehmen;participer (an);;an + Dativ;;;Konjunktiv II;Ich würde gern daran teilnehmen.;J'aimerais bien y participer.;I would like to participate in that.
B1;mitteilen;communiquer, informer;Akkusativ+Dativ;;;;Präsens;Ich teile dir das Ergebnis mit.;Je te communique le résultat.;I'm telling you the result.
B1;mitteilen;communiquer, informer;Akkusativ+Dativ;;;;Perfekt;Er hat mir seine Entscheidung mitgeteilt.;Il m'a communiqué sa décision.;He told me his decision.
B1;mitteilen;communiquer, informer;Akkusativ+Dativ;;;;Präteritum;Sie teilte uns die Neuigkeit mit.;Elle nous a annoncé la nouvelle.;She informed us of the news.
B1;mitteilen;communiquer, informer;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir das sofort mitteilen.;Je te le communiquerais tout de suite.;I would tell you that right away.
B1;benachrichtigen;avertir, notifier;Akkusativ;;;;Präsens;Ich benachrichtige dich sofort.;Je t'avertis tout de suite.;I'll notify you right away.
B1;benachrichtigen;avertir, notifier;Akkusativ;;;;Perfekt;Sie hat mich rechtzeitig benachrichtigt.;Elle m'a averti à temps.;She notified me in time.
B1;benachrichtigen;avertir, notifier;Akkusativ;;;;Präteritum;Er benachrichtigte die Polizei.;Il a averti la police.;He notified the police.
B1;benachrichtigen;avertir, notifier;Akkusativ;;;;Konjunktiv II;Ich würde dich sofort benachrichtigen.;Je t'avertirais tout de suite.;I would notify you right away.
B1;vorschlagen;proposer;Akkusativ+Dativ;;;;Präsens;Ich schlage dir einen anderen Termin vor.;Je te propose un autre rendez-vous.;I suggest another appointment to you.
B1;vorschlagen;proposer;Akkusativ+Dativ;;;;Perfekt;Sie hat mir eine Lösung vorgeschlagen.;Elle m'a proposé une solution.;She suggested a solution to me.
B1;vorschlagen;proposer;Akkusativ+Dativ;;;;Präteritum;Er schlug ihr ein Treffen vor.;Il lui a proposé une rencontre.;He suggested a meeting to her.
B1;vorschlagen;proposer;Akkusativ+Dativ;;;;Konjunktiv II;Ich würde dir etwas anderes vorschlagen.;Je te proposerais autre chose.;I would suggest something else to you.
B1;zustimmen;être d'accord, approuver;Dativ;;;;Präsens;Ich stimme deinem Vorschlag zu.;J'approuve ta proposition.;I agree with your proposal.
B1;zustimmen;être d'accord, approuver;Dativ;;;;Perfekt;Alle haben dem Plan zugestimmt.;Tout le monde a approuvé le plan.;Everyone agreed to the plan.
B1;zustimmen;être d'accord, approuver;Dativ;;;;Präteritum;Sie stimmte dem Plan zu.;Elle a approuvé le plan.;She agreed to the plan.
B1;zustimmen;être d'accord, approuver;Dativ;;;;Konjunktiv II;Ich würde dem nicht zustimmen.;Je n'approuverais pas ça.;I wouldn't agree to that.
B1;sich entschließen;se décider (de façon réfléchie);;zu + Dativ;;oui;Präsens;Ich entschließe mich zum Umzug.;Je me décide pour le déménagement.;I decide on the move.
B1;sich entschließen;se décider (de façon réfléchie);;zu + Dativ;;oui;Perfekt;Er hat sich zu einem Studium entschlossen.;Il s'est décidé pour des études.;He decided on studying.
B1;sich entschließen;se décider (de façon réfléchie);;zu + Dativ;;oui;Präteritum;Sie entschloss sich zur Reise.;Elle s'est décidée pour le voyage.;She decided on the trip.
B1;sich entschließen;se décider (de façon réfléchie);;zu + Dativ;;oui;Konjunktiv II;Ich würde mich dazu entschließen.;Je me déciderais pour ça.;I would decide on that.
B1;verfügen;disposer de (über);;über + Akkusativ;;;Präsens;Ich verfüge über genug Erfahrung.;Je dispose de suffisamment d'expérience.;I have enough experience.
B1;verfügen;disposer de (über);;über + Akkusativ;;;Perfekt;Sie hat über viel Geduld verfügt.;Elle a fait preuve de beaucoup de patience.;She had a lot of patience.
B1;verfügen;disposer de (über);;über + Akkusativ;;;Präteritum;Er verfügte über gute Kontakte.;Il disposait de bons contacts.;He had good contacts.
B1;verfügen;disposer de (über);;über + Akkusativ;;;Konjunktiv II;Ich würde über mehr Zeit verfügen wollen.;J'aimerais disposer de plus de temps.;I would like to have more time.
B1;beitragen;contribuer à (zu);;zu + Dativ;;;Präsens;Jeder trägt zum Erfolg bei.;Chacun contribue au succès.;Everyone contributes to the success.
B1;beitragen;contribuer à (zu);;zu + Dativ;;;Perfekt;Er hat viel zum Projekt beigetragen.;Il a beaucoup contribué au projet.;He contributed a lot to the project.
B1;beitragen;contribuer à (zu);;zu + Dativ;;;Präteritum;Sie trug wesentlich zum Ergebnis bei.;Elle a largement contribué au résultat.;She contributed significantly to the result.
B1;beitragen;contribuer à (zu);;zu + Dativ;;;Konjunktiv II;Ich würde gern dazu beitragen.;J'aimerais bien y contribuer.;I would like to contribute to that.
B1;sich bemühen;s'efforcer;;um + Akkusativ;;oui;Präsens;Ich bemühe mich um Pünktlichkeit.;Je m'efforce d'être ponctuel.;I try hard to be punctual.
B1;sich bemühen;s'efforcer;;um + Akkusativ;;oui;Perfekt;Er hat sich sehr um Pünktlichkeit bemüht.;Il s'est beaucoup efforcé d'être ponctuel.;He tried hard to be punctual.
B1;sich bemühen;s'efforcer;;um + Akkusativ;;oui;Präteritum;Sie bemühte sich um eine Lösung.;Elle s'efforçait de trouver une solution.;She tried hard to find a solution.
B1;sich bemühen;s'efforcer;;um + Akkusativ;;oui;Konjunktiv II;Ich würde mich mehr um Pünktlichkeit bemühen.;Je m'efforcerais davantage d'être ponctuel.;I would try harder to be punctual.
B1;sich anstrengen;faire des efforts;;;oui;oui;Präsens;Ich strenge mich für die Prüfung an.;Je fais des efforts pour l'examen.;I'm making an effort for the exam.
B1;sich anstrengen;faire des efforts;;;oui;oui;Perfekt;Sie hat sich sehr angestrengt.;Elle a beaucoup fait d'efforts.;She made a great effort.
B1;sich anstrengen;faire des efforts;;;oui;oui;Präteritum;Er strengte sich im Training an.;Il faisait des efforts pendant l'entraînement.;He made an effort during training.
B1;sich anstrengen;faire des efforts;;;oui;oui;Konjunktiv II;Ich würde mich mehr anstrengen.;Je ferais plus d'efforts.;I would make more of an effort.
B1;sich auswirken;avoir un effet sur (auf);;auf + Akkusativ;;oui;Präsens;Das wirkt sich negativ auf die Umwelt aus.;Ça a un effet négatif sur l'environnement.;That has a negative effect on the environment.
B1;sich auswirken;avoir un effet sur (auf);;auf + Akkusativ;;oui;Perfekt;Der Stress hat sich auf seine Gesundheit ausgewirkt.;Le stress a eu un effet sur sa santé.;The stress affected his health.
B1;sich auswirken;avoir un effet sur (auf);;auf + Akkusativ;;oui;Präteritum;Die Krise wirkte sich stark auf die Firma aus.;La crise a eu un fort effet sur l'entreprise.;The crisis had a strong effect on the company.
B1;sich auswirken;avoir un effet sur (auf);;auf + Akkusativ;;oui;Konjunktiv II;Das würde sich positiv auf die Umwelt auswirken.;Cela aurait un effet positif sur l'environnement.;That would have a positive effect on the environment.
B1;ändern;changer (quelque chose);Akkusativ;;;;Präsens;Ich ändere meine Pläne.;Je change mes plans.;I'm changing my plans.
B1;ändern;changer (quelque chose);Akkusativ;;;;Perfekt;Er hat seine Meinung geändert.;Il a changé d'avis.;He changed his mind.
B1;ändern;changer (quelque chose);Akkusativ;;;;Präteritum;Sie änderte den Termin.;Elle a changé la date.;She changed the date.
B1;ändern;changer (quelque chose);Akkusativ;;;;Konjunktiv II;Ich würde das gern ändern.;J'aimerais bien changer ça.;I would like to change that.
B1;sich verhalten;se comporter;;;oui;oui;Präsens;Er verhält sich seltsam.;Il se comporte bizarrement.;He's behaving strangely.
B1;sich verhalten;se comporter;;;oui;oui;Perfekt;Sie hat sich vorbildlich verhalten.;Elle s'est comportée de manière exemplaire.;She behaved exemplarily.
B1;sich verhalten;se comporter;;;oui;oui;Präteritum;Er verhielt sich ruhig.;Il se comportait calmement.;He behaved calmly.
B1;sich verhalten;se comporter;;;oui;oui;Konjunktiv II;Ich würde mich anders verhalten.;Je me comporterais autrement.;I would behave differently.
B1;sich befinden;se trouver;;;oui;oui;Präsens;Das Museum befindet sich im Zentrum.;Le musée se trouve dans le centre.;The museum is located in the center.
B1;sich befinden;se trouver;;;oui;oui;Perfekt;Wir haben uns im Stau befunden.;Nous étions coincés dans les embouteillages.;We were stuck in traffic.
B1;sich befinden;se trouver;;;oui;oui;Präteritum;Das Hotel befand sich am Strand.;L'hôtel se trouvait à la plage.;The hotel was located on the beach.
B1;sich befinden;se trouver;;;oui;oui;Konjunktiv II;Ich würde mich lieber zu Hause befinden.;Je préférerais me trouver chez moi.;I would rather be at home.
B1;empfinden;ressentir (un sentiment);Akkusativ;;;;Präsens;Ich empfinde große Freude.;Je ressens une grande joie.;I feel great joy.
B1;empfinden;ressentir (un sentiment);Akkusativ;;;;Perfekt;Sie hat tiefe Trauer empfunden.;Elle a ressenti une profonde tristesse.;She felt deep sadness.
B1;empfinden;ressentir (un sentiment);Akkusativ;;;;Präteritum;Er empfand keine Angst.;Il ne ressentait aucune peur.;He felt no fear.
B1;empfinden;ressentir (un sentiment);Akkusativ;;;;Konjunktiv II;Ich würde das genauso empfinden.;Je ressentirais la même chose.;I would feel the same way.
B1;sich äußern;s'exprimer;;zu + Dativ;;oui;Präsens;Ich äußere mich dazu nicht.;Je ne m'exprime pas là-dessus.;I won't comment on that.
B1;sich äußern;s'exprimer;;zu + Dativ;;oui;Perfekt;Er hat sich kritisch zu dem Vorschlag geäußert.;Il s'est exprimé de façon critique sur la proposition.;He commented critically on the proposal.
B1;sich äußern;s'exprimer;;zu + Dativ;;oui;Präteritum;Sie äußerte sich positiv zu dem Projekt.;Elle s'est exprimée positivement sur le projet.;She commented positively on the project.
B1;sich äußern;s'exprimer;;zu + Dativ;;oui;Konjunktiv II;Ich würde mich dazu nicht äußern.;Je ne m'exprimerais pas là-dessus.;I wouldn't comment on that.
B1;verzeihen;pardonner;Dativ;;;;Präsens;Ich verzeihe dir.;Je te pardonne.;I forgive you.
B1;verzeihen;pardonner;Dativ;;;;Perfekt;Sie hat ihm alles verziehen.;Elle lui a tout pardonné.;She forgave him everything.
B1;verzeihen;pardonner;Dativ;;;;Präteritum;Er verzieh ihr den Fehler.;Il lui pardonnait l'erreur.;He forgave her the mistake.
B1;verzeihen;pardonner;Dativ;;;;Konjunktiv II;Ich würde dir das verzeihen.;Je te pardonnerais ça.;I would forgive you for that.
B1;andeuten;suggérer, laisser entendre;Akkusativ;;;;Präsens;Er deutet ein Problem an.;Il laisse entendre un problème.;He's hinting at a problem.
B1;andeuten;suggérer, laisser entendre;Akkusativ;;;;Perfekt;Sie hat es nur angedeutet.;Elle l'a seulement suggéré.;She only hinted at it.
B1;andeuten;suggérer, laisser entendre;Akkusativ;;;;Präteritum;Er deutete seine Absicht an.;Il laissait entendre son intention.;He hinted at his intention.
B1;andeuten;suggérer, laisser entendre;Akkusativ;;;;Konjunktiv II;Ich würde das nur andeuten.;Je ne ferais que le suggérer.;I would only hint at that.
B1;vertrauen;faire confiance;Dativ;;;;Präsens;Ich vertraue dir völlig.;Je te fais entièrement confiance.;I trust you completely.
B1;vertrauen;faire confiance;Dativ;;;;Perfekt;Sie hat ihm immer vertraut.;Elle lui a toujours fait confiance.;She always trusted him.
B1;vertrauen;faire confiance;Dativ;;;;Präteritum;Er vertraute seinem Gefühl.;Il faisait confiance à son instinct.;He trusted his instinct.
B1;vertrauen;faire confiance;Dativ;;;;Konjunktiv II;Ich würde ihm nicht vertrauen.;Je ne lui ferais pas confiance.;I wouldn't trust him.
B1;misstrauen;se méfier;Dativ;;;;Präsens;Ich misstraue diesem Angebot.;Je me méfie de cette offre.;I distrust this offer.
B1;misstrauen;se méfier;Dativ;;;;Perfekt;Er hat ihr von Anfang an misstraut.;Il s'est méfié d'elle dès le début.;He distrusted her from the beginning.
B1;misstrauen;se méfier;Dativ;;;;Präteritum;Sie misstraute den Zahlen.;Elle se méfiait des chiffres.;She distrusted the figures.
B1;misstrauen;se méfier;Dativ;;;;Konjunktiv II;Ich würde dem misstrauen.;Je m'en méfierais.;I would distrust that.
B1;sich sorgen;s'inquiéter (um);;um + Akkusativ;;oui;Präsens;Ich sorge mich um deine Gesundheit.;Je m'inquiète pour ta santé.;I worry about your health.
B1;sich sorgen;s'inquiéter (um);;um + Akkusativ;;oui;Perfekt;Ich habe mich sehr um dich gesorgt.;Je me suis beaucoup inquiété pour toi.;I worried a lot about you.
B1;sich sorgen;s'inquiéter (um);;um + Akkusativ;;oui;Präteritum;Er sorgte sich um seine Familie.;Il s'inquiétait pour sa famille.;He worried about his family.
B1;sich sorgen;s'inquiéter (um);;um + Akkusativ;;oui;Konjunktiv II;Ich würde mich darum sorgen.;Je m'en inquiéterais.;I would worry about that.
B1;sich beschäftigen;s'occuper de (mit);;mit + Dativ;;oui;Präsens;Ich beschäftige mich mit dem Thema.;Je m'occupe du sujet.;I'm dealing with the topic.
B1;sich beschäftigen;s'occuper de (mit);;mit + Dativ;;oui;Perfekt;Er hat sich lange damit beschäftigt.;Il s'en est occupé longtemps.;He dealt with it for a long time.
B1;sich beschäftigen;s'occuper de (mit);;mit + Dativ;;oui;Präteritum;Sie beschäftigte sich mit Musik.;Elle s'occupait de musique.;She occupied herself with music.
B1;sich beschäftigen;s'occuper de (mit);;mit + Dativ;;oui;Konjunktiv II;Ich würde mich gern damit beschäftigen.;J'aimerais bien m'en occuper.;I would like to deal with that.
B1;verhindern;empêcher;Akkusativ;;;;Präsens;Ich verhindere das Schlimmste.;J'empêche le pire.;I'm preventing the worst.
B1;verhindern;empêcher;Akkusativ;;;;Perfekt;Sie hat den Unfall verhindert.;Elle a empêché l'accident.;She prevented the accident.
B1;verhindern;empêcher;Akkusativ;;;;Präteritum;Er verhinderte die Katastrophe.;Il a empêché la catastrophe.;He prevented the catastrophe.
B1;verhindern;empêcher;Akkusativ;;;;Konjunktiv II;Ich würde das verhindern.;J'empêcherais ça.;I would prevent that.
B1;ermitteln;déterminer, enquêter;Akkusativ;;;;Präsens;Die Polizei ermittelt die Ursache.;La police détermine la cause.;The police determine the cause.
B1;ermitteln;déterminer, enquêter;Akkusativ;;;;Perfekt;Sie haben die Ursache ermittelt.;Ils ont déterminé la cause.;They determined the cause.
B1;ermitteln;déterminer, enquêter;Akkusativ;;;;Präteritum;Er ermittelte die genaue Zahl.;Il a déterminé le chiffre exact.;He determined the exact number.
B1;ermitteln;déterminer, enquêter;Akkusativ;;;;Konjunktiv II;Ich würde die Ursache weiter ermitteln.;Je continuerais à déterminer la cause.;I would continue determining the cause.
B1;überwinden;surmonter;Akkusativ;;;;Präsens;Ich überwinde meine Angst.;Je surmonte ma peur.;I'm overcoming my fear.
B1;überwinden;surmonter;Akkusativ;;;;Perfekt;Er hat die Krise überwunden.;Il a surmonté la crise.;He overcame the crisis.
B1;überwinden;surmonter;Akkusativ;;;;Präteritum;Sie überwand alle Hindernisse.;Elle a surmonté tous les obstacles.;She overcame all obstacles.
B1;überwinden;surmonter;Akkusativ;;;;Konjunktiv II;Ich würde das überwinden.;Je surmonterais ça.;I would overcome that.
B1;sich anpassen;s'adapter (an);;an + Akkusativ;;oui;Präsens;Ich passe mich schnell an die Situation an.;Je m'adapte rapidement à la situation.;I quickly adapt to the situation.
B1;sich anpassen;s'adapter (an);;an + Akkusativ;;oui;Perfekt;Sie hat sich gut an die Situation angepasst.;Elle s'est bien adaptée à la situation.;She adapted well to the situation.
B1;sich anpassen;s'adapter (an);;an + Akkusativ;;oui;Präteritum;Er passte sich an die neue Situation an.;Il s'est adapté à la nouvelle situation.;He adapted to the new situation.
B1;sich anpassen;s'adapter (an);;an + Akkusativ;;oui;Konjunktiv II;Ich würde mich schnell an die Situation anpassen.;Je m'adapterais rapidement à la situation.;I would quickly adapt to the situation.
B1;sich verlassen;compter sur (auf);;auf + Akkusativ;;oui;Präsens;Ich verlasse mich auf dich.;Je compte sur toi.;I rely on you.
B1;sich verlassen;compter sur (auf);;auf + Akkusativ;;oui;Perfekt;Wir haben uns auf ihn verlassen.;Nous avons compté sur lui.;We relied on him.
B1;sich verlassen;compter sur (auf);;auf + Akkusativ;;oui;Präteritum;Sie verließ sich auf ihr Gefühl.;Elle comptait sur son instinct.;She relied on her instinct.
B1;sich verlassen;compter sur (auf);;auf + Akkusativ;;oui;Konjunktiv II;Ich würde mich darauf verlassen.;Je compterais là-dessus.;I would rely on that.
B1;abschließen;conclure, terminer;Akkusativ;;;;Präsens;Ich schließe das Studium bald ab.;Je termine bientôt mes études.;I'm finishing my studies soon.
B1;abschließen;conclure, terminer;Akkusativ;;;;Perfekt;Er hat den Vertrag abgeschlossen.;Il a conclu le contrat.;He concluded the contract.
B1;abschließen;conclure, terminer;Akkusativ;;;;Präteritum;Sie schloss das Projekt erfolgreich ab.;Elle a terminé le projet avec succès.;She successfully completed the project.
B1;abschließen;conclure, terminer;Akkusativ;;;;Konjunktiv II;Ich würde das schnell abschließen.;Je terminerais ça rapidement.;I would finish that quickly.
B1;zusammenfassen;résumer;Akkusativ;;;;Präsens;Ich fasse den Text kurz zusammen.;Je résume brièvement le texte.;I'm briefly summarizing the text.
B1;zusammenfassen;résumer;Akkusativ;;;;Perfekt;Er hat die Ergebnisse zusammengefasst.;Il a résumé les résultats.;He summarized the results.
B1;zusammenfassen;résumer;Akkusativ;;;;Präteritum;Sie fasste die Diskussion zusammen.;Elle a résumé la discussion.;She summarized the discussion.
B1;zusammenfassen;résumer;Akkusativ;;;;Konjunktiv II;Ich würde das kurz zusammenfassen.;Je résumerais ça brièvement.;I would summarize that briefly.
B1;sich erholen;se remettre, récupérer;;von + Dativ;;oui;Präsens;Ich erhole mich am Wochenende.;Je récupère le week-end.;I recover on the weekend.
B1;sich erholen;se remettre, récupérer;;von + Dativ;;oui;Perfekt;Er hat sich schnell erholt.;Il s'est vite remis.;He recovered quickly.
B1;sich erholen;se remettre, récupérer;;von + Dativ;;oui;Präteritum;Sie erholte sich langsam von der Krankheit.;Elle se remettait lentement de la maladie.;She recovered slowly from the illness.
B1;sich erholen;se remettre, récupérer;;von + Dativ;;oui;Konjunktiv II;Ich würde mich gern erholen.;J'aimerais bien récupérer.;I would like to recover.
B1;sich irren;se tromper;;in + Dativ;;oui;Präsens;Ich irre mich selten.;Je me trompe rarement.;I'm rarely mistaken.
B1;sich irren;se tromper;;in + Dativ;;oui;Perfekt;Er hat sich diesmal geirrt.;Il s'est trompé cette fois.;He was mistaken this time.
B1;sich irren;se tromper;;in + Dativ;;oui;Präteritum;Sie irrte sich im Datum.;Elle se trompait de date.;She was mistaken about the date.
B1;sich irren;se tromper;;in + Dativ;;oui;Konjunktiv II;Ich würde mich nicht irren.;Je ne me tromperais pas.;I wouldn't be mistaken.
B1;sich engagieren;s'engager;;für + Akkusativ;;oui;Präsens;Ich engagiere mich für den Umweltschutz.;Je m'engage pour la protection de l'environnement.;I'm involved in environmental protection.
B1;sich engagieren;s'engager;;für + Akkusativ;;oui;Perfekt;Sie hat sich für den Umweltschutz engagiert.;Elle s'est engagée pour la protection de l'environnement.;She got involved in environmental protection.
B1;sich engagieren;s'engager;;für + Akkusativ;;oui;Präteritum;Er engagierte sich für die Gemeinde.;Il s'est engagé pour la communauté.;He got involved for the community.
B1;sich engagieren;s'engager;;für + Akkusativ;;oui;Konjunktiv II;Ich würde mich dafür engagieren.;Je m'engagerais pour ça.;I would get involved in that.
B1;sich orientieren;s'orienter;;an + Dativ;;oui;Präsens;Ich orientiere mich an der Karte.;Je m'oriente avec la carte.;I orient myself with the map.
B1;sich orientieren;s'orienter;;an + Dativ;;oui;Perfekt;Wir haben uns an der Karte orientiert.;Nous nous sommes orientés avec la carte.;We oriented ourselves using the map.
B1;sich orientieren;s'orienter;;an + Dativ;;oui;Präteritum;Er orientierte sich an seinen Vorbildern.;Il s'orientait d'après ses modèles.;He took his role models as a guide.
B1;sich orientieren;s'orienter;;an + Dativ;;oui;Konjunktiv II;Ich würde mich daran orientieren.;Je m'orienterais là-dessus.;I would go by that.
B1;verschmutzen;polluer;Akkusativ;;;;Präsens;Die Fabrik verschmutzt den Fluss.;L'usine pollue la rivière.;The factory pollutes the river.
B1;verschmutzen;polluer;Akkusativ;;;;Perfekt;Das Öl hat das Wasser verschmutzt.;Le pétrole a pollué l'eau.;The oil polluted the water.
B1;verschmutzen;polluer;Akkusativ;;;;Präteritum;Die Autos verschmutzten die Luft.;Les voitures polluaient l'air.;The cars polluted the air.
B1;verschmutzen;polluer;Akkusativ;;;;Konjunktiv II;Das würde die Umwelt verschmutzen.;Ça polluerait l'environnement.;That would pollute the environment.
B1;recyceln;recycler;Akkusativ;;;;Präsens;Wir recyceln unseren Müll.;Nous recyclons nos déchets.;We recycle our trash.
B1;recyceln;recycler;Akkusativ;;;;Perfekt;Ich habe die Flaschen recycelt.;J'ai recyclé les bouteilles.;I recycled the bottles.
B1;recyceln;recycler;Akkusativ;;;;Präteritum;Sie recycelten das Papier.;Ils recyclaient le papier.;They recycled the paper.
B1;recyceln;recycler;Akkusativ;;;;Konjunktiv II;Ich würde das recyceln.;Je recyclerais ça.;I would recycle that.
B1;verbrauchen;consommer;Akkusativ;;;;Präsens;Das Auto verbraucht viel Benzin.;La voiture consomme beaucoup d'essence.;The car uses a lot of gas.
B1;verbrauchen;consommer;Akkusativ;;;;Perfekt;Wir haben zu viel Strom verbraucht.;Nous avons consommé trop d'électricité.;We consumed too much electricity.
B1;verbrauchen;consommer;Akkusativ;;;;Präteritum;Die Maschine verbrauchte viel Energie.;La machine consommait beaucoup d'énergie.;The machine consumed a lot of energy.
B1;verbrauchen;consommer;Akkusativ;;;;Konjunktiv II;Das würde weniger Energie verbrauchen.;Ça consommerait moins d'énergie.;That would consume less energy.
B1;erzeugen;produire, générer;Akkusativ;;;;Präsens;Die Anlage erzeugt Strom.;L'installation produit de l'électricité.;The plant generates electricity.
B1;erzeugen;produire, générer;Akkusativ;;;;Perfekt;Das hat großes Interesse erzeugt.;Ça a suscité un grand intérêt.;That generated great interest.
B1;erzeugen;produire, générer;Akkusativ;;;;Präteritum;Die Fabrik erzeugte Wärme.;L'usine produisait de la chaleur.;The factory generated heat.
B1;erzeugen;produire, générer;Akkusativ;;;;Konjunktiv II;Das würde Verwirrung erzeugen.;Ça créerait de la confusion.;That would create confusion.
B1;vermarkten;commercialiser;Akkusativ;;;;Präsens;Die Firma vermarktet das neue Produkt.;L'entreprise commercialise le nouveau produit.;The company is marketing the new product.
B1;vermarkten;commercialiser;Akkusativ;;;;Perfekt;Sie haben die Idee gut vermarktet.;Ils ont bien commercialisé l'idée.;They marketed the idea well.
B1;vermarkten;commercialiser;Akkusativ;;;;Präteritum;Er vermarktete sein Buch selbst.;Il commercialisait lui-même son livre.;He marketed his book himself.
B1;vermarkten;commercialiser;Akkusativ;;;;Konjunktiv II;Ich würde das anders vermarkten.;Je le commercialiserais autrement.;I would market that differently.
B1;produzieren;produire;Akkusativ;;;;Präsens;Die Firma produziert Autos.;L'entreprise produit des voitures.;The company produces cars.
B1;produzieren;produire;Akkusativ;;;;Perfekt;Wir haben tausend Stück produziert.;Nous avons produit mille pièces.;We produced a thousand units.
B1;produzieren;produire;Akkusativ;;;;Präteritum;Sie produzierten weniger als geplant.;Ils produisaient moins que prévu.;They produced less than planned.
B1;produzieren;produire;Akkusativ;;;;Konjunktiv II;Wir würden mehr produzieren.;Nous produirions davantage.;We would produce more.
B1;liefern;livrer;Akkusativ+Dativ;;;;Präsens;Der Laden liefert mir die Ware.;Le magasin me livre la marchandise.;The store delivers the goods to me.
B1;liefern;livrer;Akkusativ+Dativ;;;;Perfekt;Sie haben mir die Ware pünktlich geliefert.;Ils m'ont livré la marchandise à temps.;They delivered the goods to me on time.
